property_size_sqft,bedrooms,bathrooms,floors,age_of_property,distance_to_city_center,school_rating,crime_rate_index,price
4329,2,4,2,8,23.76,2,33.78,495189
3165,5,2,1,10,28.79,3,56.13,1893894
4769,7,3,1,11,14.08,5,48.74,1428497
515,4,1,2,7,9.72,1,87.37,612873
2403,7,2,1,31,29.14,8,20.39,1988998
1092,6,2,2,16,11.76,6,43.37,1988126
3562,1,1,2,25,0.77,4,63.21,1989039
1505,7,3,2,32,24.69,3,98.11,1904081
3408,3,1,1,25,5.49,7,21.38,71278
2561,3,2,2,21,21.68,6,83.31,680954
553,3,2,2,2,0.95,9,61.78,302224
4099,4,2,2,30,3.77,2,13.39,132506
4810,5,1,1,13,14.77,6,78.39,1959329
4186,1,4,1,17,2.5,10,17.49,847286
1464,3,2,2,33,26.71,1,69.97,848134
4600,5,2,2,39,22.62,4,24.06,363664
2313,7,3,1,16,10.18,4,46.83,372529
1616,2,4,2,40,18.13,9,78.33,1879826
2801,6,3,1,11,21.61,9,63.43,1739894
2172,2,2,2,38,22.78,8,74.03,1002488
2360,1,4,1,32,12.17,8,80.34,480446
3180,3,3,2,31,27.01,5,3.48,1625006
3271,2,1,2,20,28.28,3,48.06,957638
1060,6,3,1,13,6.27,10,98.56,256001
3035,5,4,1,1,27.38,5,79.53,554888
2729,5,3,1,48,21.52,10,36.58,787213
4354,2,4,2,6,26.7,7,28.5,683469
2850,7,4,1,14,13.03,8,70.48,606641
1532,7,3,1,30,20.01,8,13.72,1091810
1099,3,3,1,27,7.44,2,88.27,532867
2438,6,1,1,40,22.66,7,8.19,1451647
4900,1,3,1,7,17.66,4,55.91,254253
4957,3,4,1,6,14.69,4,84.68,954475
2579,4,2,2,35,20.93,9,72.0,163705
3238,2,3,1,9,16.79,7,48.56,1526514
1273,4,3,1,38,23.08,5,22.95,1084042
483,2,4,1,46,25.82,5,60.04,1248755
1822,1,2,2,29,24.12,7,96.63,1873367
3075,3,1,1,44,9.57,9,9.54,446928
3580,6,2,2,39,29.3,6,3.15,1552398
4716,7,4,1,40,19.67,10,41.96,953074
4375,7,4,2,40,10.04,7,59.12,330267
1791,3,4,1,4,1.76,4,35.81,1155629
3618,2,4,2,20,29.65,9,71.77,91992
4607,7,2,2,5,18.17,8,52.28,1430818
1014,5,2,1,15,7.21,9,34.71,1829804
3371,4,2,2,15,14.99,5,79.41,1197013
3965,6,3,1,23,12.23,1,9.94,1675256
3976,6,4,2,45,28.57,8,4.01,1575271
4970,7,3,2,18,15.03,8,5.68,494031
670,3,3,2,18,14.8,7,81.42,753867
4466,3,3,2,47,23.94,7,79.81,1367482
2868,2,1,1,36,12.03,5,83.08,1189822
1790,5,3,1,32,6.3,8,28.37,638091
3754,4,4,1,4,23.17,3,49.15,441647
4535,5,3,2,8,27.35,5,31.97,1779991
4007,6,4,2,20,1.85,10,58.73,1531084
2983,5,1,1,6,25.87,10,84.53,868189
4473,7,2,1,41,13.42,9,1.99,1157532
3475,2,4,1,24,9.03,8,56.98,571374
4306,5,3,2,46,1.66,9,20.11,110966
689,4,4,2,20,6.56,8,87.0,1720930
2880,6,3,1,43,10.32,6,95.7,102504
3652,1,2,1,12,2.59,7,82.81,635883
678,6,4,1,49,6.07,6,3.37,703759
3324,1,3,2,20,22.24,2,30.28,183708
980,4,4,2,9,20.76,1,22.97,1727803
653,6,2,1,23,23.21,1,82.63,759143
4676,6,2,1,26,5.38,7,1.81,596343
1224,6,2,2,32,1.77,8,92.28,292669
4232,6,4,1,25,14.32,1,58.75,1275659
1099,2,4,1,35,10.61,1,74.41,569182
1780,3,3,1,16,23.41,7,45.57,432292
4296,6,2,2,20,16.4,5,70.71,394629
2073,2,3,1,44,27.97,9,33.45,1406375
3127,4,4,2,1,2.31,9,66.02,801033
3556,6,1,1,14,11.23,7,43.08,544158
3788,5,2,2,43,12.45,7,93.19,1941518
4707,6,3,2,1,4.21,2,93.05,1638423
783,7,2,1,6,17.7,2,57.03,570779
741,6,3,2,35,1.69,10,77.33,1400733
2387,1,3,2,45,21.53,1,74.23,1901776
4459,5,1,1,49,1.6,7,70.64,1367243
3509,6,4,1,42,26.27,5,97.41,1750499
4482,6,2,2,31,2.42,1,87.78,317716
4915,6,4,1,2,13.96,7,74.53,830379
3198,2,3,1,2,5.08,7,7.9,196608
3640,4,4,1,49,4.43,10,35.5,916393
2388,1,1,1,32,21.78,3,34.33,1939297
3814,6,4,1,44,23.34,3,51.22,1963366
2249,4,3,1,24,22.31,4,85.68,1354977
705,1,3,1,36,12.42,7,67.19,154379
4013,1,1,2,35,29.73,7,77.15,1055098
3149,7,2,1,34,10.53,8,4.17,1578263
1535,1,1,1,18,7.74,9,5.36,1512197
605,6,2,1,44,29.9,5,92.85,1306882
4991,2,3,1,47,29.33,10,20.96,1611403
3850,6,4,1,18,17.96,8,79.46,1281987
4211,6,3,1,32,6.67,1,54.82,986343
4022,4,1,2,17,7.54,2,34.97,713381
3999,3,1,1,26,15.87,8,76.35,95105
2951,3,4,2,29,23.4,8,96.49,1879459
4708,7,1,2,30,2.78,9,25.88,940847
709,3,3,2,38,20.79,7,35.23,1014644
3108,4,4,2,2,3.54,8,29.33,238016
2391,5,2,1,21,25.4,2,64.46,1492488
671,7,1,1,9,16.2,8,72.43,1007597
4042,4,2,1,7,29.7,3,47.84,406271
4486,1,4,2,33,22.71,10,21.46,1156324
2222,6,1,1,41,15.17,4,32.13,1415390
3673,5,4,2,17,4.66,7,74.73,1673384
4938,1,1,2,11,16.5,7,88.37,1599254
4749,7,1,1,45,3.88,6,50.8,1218287
920,6,1,2,31,27.2,1,24.87,790310
1376,6,4,1,1,7.29,9,66.57,1377218
4122,7,4,2,16,26.03,3,63.94,1234169
3951,1,3,2,11,9.47,10,90.92,1009466
4505,4,3,1,6,7.05,4,28.5,1901482
3173,3,4,2,14,9.47,2,81.74,1477972
2952,5,4,1,1,21.37,5,67.06,1973540
3232,7,1,1,26,15.99,6,84.0,578854
4307,7,3,1,25,3.67,6,10.29,474817
552,6,3,2,24,4.54,1,82.72,583605
3364,2,4,1,11,11.67,4,47.71,1593444
3316,6,3,1,16,10.49,10,77.45,1634328
3200,3,4,1,0,25.63,4,24.32,1698408
2152,6,3,1,30,17.38,3,34.77,1458549
3010,2,2,2,39,6.01,7,41.47,1928936
4275,7,2,1,4,1.34,4,55.02,547836
1504,4,3,1,27,3.52,7,51.04,1762941
2936,6,4,1,27,21.16,3,23.65,771746
4599,5,2,1,7,25.49,4,90.37,475701
4254,4,1,1,13,23.58,3,94.44,1833488
3894,2,4,2,5,23.8,4,23.72,423055
2314,1,2,1,17,8.2,10,39.09,1231119
3472,6,1,2,36,29.68,4,80.47,1728191
1406,7,2,1,9,3.05,4,78.27,816753
806,7,2,2,46,24.72,3,97.37,739347
566,4,1,1,34,3.36,6,94.74,1744386
908,6,1,2,34,8.39,5,87.5,227680
2061,5,3,2,16,15.11,6,58.66,1007423
4064,6,2,1,45,2.07,7,33.79,1049756
3889,4,1,2,26,12.13,4,52.25,770270
1080,3,3,1,23,10.83,9,77.12,1623186
2924,4,1,1,9,19.59,1,10.44,96136
2520,2,3,2,47,21.68,8,70.31,562068
4757,4,3,2,16,3.17,2,89.61,107865
1763,7,1,2,44,1.62,3,21.05,163553
1731,5,1,1,32,23.39,2,81.12,811979
2692,4,2,2,32,16.08,10,89.08,1398871
1938,4,2,2,16,16.27,6,6.7,1043215
3808,5,3,2,17,29.43,5,95.8,453727
960,4,1,1,48,13.41,7,50.22,1525399
1499,7,2,1,43,6.29,9,45.79,1317142
2303,5,3,2,37,20.58,7,60.26,1557971
574,7,2,2,6,24.56,9,21.37,1312295
2556,7,3,2,48,15.32,5,66.36,522467
2630,7,2,1,25,20.91,3,80.89,144237
4687,2,1,2,47,15.66,3,32.23,1709807
4560,5,4,2,0,12.52,4,25.55,1593320
4320,2,4,1,10,1.51,2,91.5,1413409
1897,2,3,1,9,5.63,3,46.75,292142
4254,5,4,2,30,14.65,9,62.89,1172352
3571,4,4,2,24,12.2,9,85.53,1638079
1967,6,3,1,0,25.37,8,71.7,1441192
1551,3,4,2,42,3.7,2,32.18,1806289
768,6,2,1,2,1.98,9,2.05,862641
442,7,2,2,47,3.07,5,46.89,200203
2307,5,2,2,0,20.5,8,24.85,1175887
3890,4,1,2,6,18.04,6,41.96,928062
2935,2,2,1,42,19.15,2,45.84,874061
4573,1,4,2,48,5.13,1,86.57,612114
3273,3,4,1,13,15.73,4,76.68,986404
2224,6,2,2,22,23.15,4,19.59,1845870
1693,4,1,1,47,20.67,7,31.59,1856291
3786,7,2,2,16,13.44,2,58.36,1022335
3372,3,1,1,13,3.55,4,56.55,1364497
4322,7,1,1,8,26.18,10,54.57,1593803
1392,1,2,2,20,16.02,1,95.23,576255
2786,1,1,1,44,26.74,7,69.27,802157
2640,1,4,2,1,13.44,3,9.71,1061431
1876,6,2,2,31,7.49,8,94.05,702623
3807,7,4,2,7,9.57,1,46.32,1326780
789,5,1,1,35,12.84,1,58.06,1686607
1399,3,3,2,25,18.62,9,81.95,754357
2255,5,2,2,36,23.18,5,21.33,132011
1058,7,3,2,14,7.66,4,51.19,1781088
3163,1,3,1,33,6.04,4,85.94,1228854
4063,4,3,2,20,6.48,8,73.66,1667810
1881,1,3,2,22,28.07,9,35.05,1896982
4131,5,4,2,8,5.34,7,58.92,1877921
851,1,2,2,39,10.7,8,0.8,989949
2875,7,4,1,25,14.83,2,4.73,1821557
3622,1,1,2,42,16.91,10,11.34,1052969
1937,5,2,2,21,25.81,7,69.45,601227
3493,5,2,2,12,3.83,4,62.01,149047
1282,7,4,1,24,3.69,8,91.61,1641351
4808,4,1,2,6,9.83,10,70.86,1865195
4468,5,3,2,26,12.69,8,42.06,1674430
2966,7,1,2,14,11.53,10,86.69,761302
3677,4,4,2,11,12.06,2,4.27,456449
774,2,4,2,44,25.62,9,1.01,328182
4946,7,4,2,32,25.18,6,25.03,889129
4097,2,3,1,20,24.26,5,12.76,673081
3462,5,2,1,24,22.78,9,27.02,1304434
3650,1,1,2,39,1.69,3,30.56,364375
4995,3,1,1,46,4.91,5,45.54,850364
4959,1,3,1,21,22.1,5,61.06,121028
512,5,4,1,13,18.05,8,35.25,934547
3597,4,1,2,7,20.38,9,96.72,951520
2778,7,2,2,23,21.65,9,54.17,1215332
2324,1,1,1,2,27.39,5,87.62,1358902
539,2,4,2,11,19.24,2,80.23,502565
1824,6,1,1,46,8.63,10,4.81,1088486
3349,5,4,2,21,2.95,6,47.14,1499197
3568,1,2,1,15,13.25,4,80.65,1027090
916,6,3,2,6,21.44,9,90.66,803694
3016,1,4,2,17,8.82,8,63.29,509819
1287,4,4,1,44,4.04,6,93.2,621463
3504,4,1,2,22,29.96,2,66.33,1681309
449,4,3,2,25,12.86,3,20.85,1226697
4351,6,4,1,37,6.88,2,55.85,1560704
3960,3,1,2,1,5.35,6,75.6,790504
418,6,2,1,1,25.95,4,66.64,1681808
1873,5,3,1,21,24.68,1,8.34,1596851
4461,5,1,1,37,18.59,9,23.7,1470919
3006,2,3,1,41,16.64,6,68.78,1359115
851,2,4,2,27,28.57,2,52.83,1749031
4165,5,1,2,16,7.23,3,3.09,1500025
2838,1,2,1,47,12.75,8,73.84,1602729
4710,5,2,2,17,1.23,9,7.94,1689530
1949,7,1,2,1,12.85,9,18.48,1940334
3874,3,1,2,34,11.83,5,90.45,1198506
527,2,3,2,14,28.51,4,31.51,1101509
3161,2,1,1,14,11.07,5,3.43,515834
4856,7,3,2,43,25.13,1,1.74,1804523
1815,7,4,1,44,23.11,3,93.55,1153902
601,6,1,1,33,4.84,9,37.25,1750170
2769,7,4,2,49,28.9,8,62.12,1279917
917,2,2,2,14,19.11,4,41.39,413830
1741,5,3,2,17,18.1,1,21.34,1133404
2388,2,3,1,12,0.85,3,87.77,918043
3945,7,2,1,37,21.13,4,94.97,554413
4920,7,4,2,7,2.14,4,98.78,1147864
4202,7,3,2,15,5.97,1,4.14,1701754
3675,2,2,1,19,3.41,6,5.04,1824255
4054,7,2,1,25,11.66,9,85.8,1341056
2834,6,2,2,34,23.97,8,17.62,216694
607,5,1,2,16,21.37,2,56.17,554319
3033,1,4,2,25,3.65,7,57.98,1978451
4517,7,2,1,17,24.05,3,66.19,207708
553,2,4,1,43,14.09,6,3.76,474912
3766,2,3,2,6,1.46,2,30.86,1090171
4714,7,1,1,43,7.1,8,51.42,1989328
1918,2,2,1,34,23.66,4,17.44,1525627
3000,7,2,1,11,22.13,6,94.4,1606532
2595,3,2,2,46,6.06,3,82.88,656095
4898,5,3,2,48,1.62,1,13.94,750425
3954,7,1,2,43,9.21,2,67.09,1730577
2814,2,4,1,40,23.95,10,41.02,1986074
3249,3,4,1,0,28.18,8,31.15,425170
2142,1,4,2,24,17.4,6,29.1,896407
1706,1,4,2,15,3.19,4,66.27,446751
4249,6,4,1,14,15.31,9,90.36,283774
4568,7,4,2,10,29.96,7,83.63,324440
4976,6,4,1,36,28.19,1,34.9,723261
4595,6,1,2,38,29.8,6,70.77,886397
2955,3,1,2,2,21.13,4,52.74,431210
2705,1,3,2,44,13.07,6,44.04,1968075
4908,6,2,1,44,26.85,8,29.67,1739394
1488,4,1,2,41,26.91,9,8.12,1685285
3042,6,2,2,38,4.76,3,19.24,1370254
1577,1,3,2,19,23.37,2,56.64,1221162
3394,4,1,1,22,27.62,10,72.87,50766
959,3,3,1,14,27.01,7,3.68,148469
3364,7,1,2,17,21.35,7,37.92,1645313
1671,7,1,2,38,16.35,3,16.58,333707
2213,4,4,2,34,23.41,5,60.21,1648661
3315,1,2,2,28,15.73,10,86.47,1163387
1009,2,3,2,19,9.98,8,92.97,1548964
2861,4,4,1,41,8.14,3,88.52,1222897
4520,1,1,1,14,16.45,8,87.24,1550870
683,6,1,1,31,13.95,3,60.09,395139
3328,2,3,2,11,15.97,4,24.3,1288921
4796,3,2,1,47,8.19,3,74.7,1163134
1491,7,3,2,11,17.92,5,72.45,1255819
1216,3,1,1,24,20.03,8,16.67,835679
482,5,4,2,33,24.3,5,19.48,839537
2320,3,3,1,7,17.9,7,10.93,397675
3891,5,4,2,23,22.8,4,49.87,1129521
3544,3,2,1,44,5.5,10,32.16,306902
2493,3,2,1,0,4.07,2,90.01,1157144
575,3,4,2,24,5.8,6,3.67,466500
3104,5,2,2,33,25.46,5,32.41,1701256
769,6,4,2,13,16.91,8,87.6,842184
2218,5,4,2,35,13.93,8,99.9,768617
2501,4,4,2,5,22.98,1,72.3,332449
3890,1,2,1,44,4.16,8,90.07,644046
2179,1,4,1,8,0.68,3,1.61,1933081
1764,6,2,1,47,9.67,2,77.17,133121
4862,1,4,2,0,7.84,10,46.16,1375223
3742,3,4,1,8,9.57,4,69.04,351212
4076,6,2,1,23,29.22,10,43.0,1087709
2826,1,4,1,38,17.25,8,56.93,1238237
472,5,4,1,17,17.88,5,26.0,531724
3362,4,2,2,47,19.84,7,57.41,1678709
1259,2,1,2,38,12.23,8,29.08,768855
4256,4,3,1,17,29.38,3,28.03,957420
4538,1,2,1,40,29.21,7,32.71,761634
2824,6,4,1,27,23.19,7,20.08,1644790
1464,7,3,1,1,6.74,9,22.28,1420621
2617,1,3,1,36,26.47,3,93.15,838131
4417,5,4,1,40,3.48,6,45.45,1953283
2659,4,4,2,35,19.08,7,61.41,1759301
4151,7,1,1,47,13.99,9,57.18,1549824
2486,5,4,1,23,1.66,4,26.54,1004299
768,5,3,1,34,27.17,4,0.02,1119841
3204,2,4,1,5,28.85,5,10.43,616302
550,5,3,1,16,27.27,10,83.08,224827
1534,7,2,1,29,6.18,5,10.94,1889163
3184,5,2,1,7,10.32,1,20.68,1000572
4564,2,3,1,41,28.69,8,91.28,1108471
2746,3,2,1,9,3.64,8,80.78,1435978
2650,7,1,1,15,17.71,9,5.33,1602471
460,3,3,2,37,14.82,3,64.35,1778366
3410,7,3,1,25,4.98,6,51.57,1199117
4301,6,4,1,30,26.65,10,36.49,224812
1737,2,1,2,7,4.46,9,49.76,614193
1584,6,4,1,34,17.98,4,15.11,1125270
4826,6,1,1,33,9.89,9,95.48,1289025
1951,5,1,1,9,12.83,6,17.15,278466
4833,6,1,1,39,6.74,4,18.61,1374757
2029,1,3,2,43,18.93,6,36.88,828704
1727,7,2,1,11,29.67,6,21.26,1668814
1926,4,2,1,40,25.09,4,31.28,536016
2073,1,4,1,26,20.65,10,3.99,317167
1761,1,4,1,18,22.81,5,61.43,790034
1973,5,2,1,25,25.26,1,24.11,160719
3086,4,2,2,14,14.44,9,97.1,180395
4770,6,1,2,30,17.23,7,11.42,1012794
2766,4,4,1,45,26.92,5,7.73,1449478
4157,6,4,2,36,21.03,5,17.42,1854265
2834,3,4,2,17,4.51,6,54.24,1430750
2393,2,4,2,28,23.5,8,74.75,1794444
1269,5,2,1,43,1.17,3,55.91,545031
1414,6,2,1,26,25.5,8,86.04,286070
2311,6,3,2,37,23.75,3,59.36,1012023
1002,4,3,2,19,25.01,10,13.86,1240421
4221,5,2,1,20,1.2,5,18.57,1301218
1090,7,1,2,28,29.19,5,35.76,278540
893,6,2,1,42,18.62,2,92.0,142849
889,3,1,1,14,24.1,1,46.0,1771051
2956,1,4,2,21,17.21,3,87.42,351329
4885,6,3,1,22,10.52,10,7.47,352837
694,4,1,2,3,9.24,4,68.67,1101452
4427,7,4,2,23,2.56,7,46.72,305916
3243,3,2,2,13,16.5,7,17.31,423514
3312,5,3,1,36,4.74,9,8.16,201052
2117,6,2,2,20,17.24,4,31.53,712182
2996,3,4,1,42,18.94,3,82.06,1598251
2273,3,4,2,38,13.54,3,64.06,99601
3658,7,2,1,12,5.11,10,46.21,196722
3217,3,4,2,18,13.26,10,84.55,1710765
844,3,4,2,25,26.42,1,18.1,1456555
4041,7,1,1,35,14.01,6,27.9,1588662
4858,7,2,1,43,10.61,4,55.41,643696
1141,7,2,2,45,19.08,5,58.96,1734702
2441,3,3,1,32,18.76,2,32.09,1884014
1079,3,1,2,39,3.17,8,50.43,1778969
2867,2,1,2,15,7.48,10,12.0,565307
4097,5,4,1,18,15.08,3,1.1,913505
1758,1,3,1,36,11.31,7,90.51,451630
462,5,3,2,13,9.94,9,44.15,901264
2959,4,1,2,43,13.65,9,23.11,1065129
4169,4,3,2,43,9.06,8,32.98,1416704
4751,7,1,2,29,10.75,3,51.77,1202654
534,5,3,1,30,23.32,5,94.65,1338767
4044,3,1,2,19,15.55,10,72.1,1161302
2535,2,1,1,43,26.25,1,94.82,463678
3678,1,4,2,42,28.48,7,11.21,1954952
1222,6,4,1,46,27.7,4,17.83,1198028
3474,6,3,2,6,7.98,9,36.3,901283
3381,3,4,1,41,14.45,10,24.43,863616
520,5,2,2,36,16.28,8,95.7,283343
2037,6,2,1,46,25.64,10,17.12,1067876
1324,5,3,1,1,16.99,7,16.99,787191
1044,2,1,1,21,7.96,10,48.76,1912411
2432,2,4,2,12,16.65,4,69.69,207192
3161,7,3,1,45,1.81,2,37.93,778012
2468,5,2,1,37,25.11,3,4.37,299570
641,7,1,2,30,17.2,8,76.58,497690
3068,3,4,2,0,19.73,6,94.54,1570333
1202,7,1,2,46,6.43,3,81.05,704581
4564,3,1,1,42,16.96,10,84.01,268105
595,3,4,1,12,16.15,2,84.79,54599
2587,6,4,1,16,18.78,8,75.95,979950
3915,1,2,1,3,25.5,9,80.54,962002
2730,1,2,2,42,23.05,7,7.67,1314938
2759,3,1,1,30,16.63,5,5.46,1378611
4006,5,1,2,32,26.86,8,7.52,519679
676,2,2,1,13,11.07,3,59.15,357222
460,7,2,2,20,15.03,4,24.12,995084
3790,4,1,2,21,19.66,3,2.82,618917
2313,2,3,1,4,13.5,3,7.66,1334366
4327,2,3,1,36,11.16,8,6.85,1295997
2991,4,3,1,31,3.82,3,62.75,1150537
966,3,4,2,2,19.26,6,14.29,1062151
4335,2,2,2,40,6.18,7,84.57,306350
1971,4,3,1,12,4.58,1,99.27,1408828
1600,7,3,2,10,5.87,8,44.12,183133
4809,6,2,1,49,20.81,8,53.76,323373
3254,5,4,1,41,4.58,4,25.99,1223551
3295,5,3,1,37,29.3,8,65.55,830076
1636,5,4,1,23,22.88,6,91.5,56295
536,3,4,2,8,12.09,7,18.08,1398532
1429,2,1,1,12,18.0,3,95.32,1739106
2556,2,2,2,21,0.72,3,22.14,1997526
2994,1,1,2,17,25.41,10,26.59,1294989
1061,5,3,2,9,8.5,10,91.16,760380
2872,3,1,2,46,2.62,9,59.34,177615
3077,4,2,2,11,22.86,10,3.17,375969
2708,3,4,1,29,10.22,10,80.3,580225
486,2,4,2,46,17.24,9,64.21,649418
2912,7,3,1,45,25.4,3,74.31,364430
3342,7,2,1,18,23.39,9,16.18,281345
3173,7,4,1,18,10.44,3,87.29,408858
2904,5,3,1,9,26.13,4,78.29,1961192
3710,1,2,2,0,11.97,3,95.74,1455222
2100,6,2,2,6,15.25,5,40.88,1941933
4070,3,1,1,10,18.57,4,51.84,668507
3100,1,4,1,3,2.59,9,70.17,1482303
4029,7,2,1,35,18.12,2,10.44,294820
4990,2,4,1,20,17.53,10,21.04,1334022
2047,4,4,1,21,26.27,8,28.83,76953
3718,3,2,1,9,10.93,3,94.51,878897
4087,6,4,2,22,7.64,9,0.14,1780264
996,2,1,2,4,14.56,2,99.4,1511612
4945,5,3,2,47,20.78,7,39.56,567014
884,3,3,2,11,17.08,6,64.83,1872666
1045,1,2,1,29,4.58,8,41.07,1054384
3489,7,1,2,32,10.76,3,78.4,497828
4784,3,3,2,36,2.38,6,95.06,1833610
1120,2,1,1,17,22.31,2,44.78,1540591
898,2,2,2,3,26.55,10,18.02,668709
2073,7,1,1,26,1.85,10,22.21,1840352
3467,1,2,1,46,16.0,7,26.58,1674440
514,6,3,1,22,17.2,3,22.16,577339
3379,2,3,1,5,13.45,5,1.32,1613898
2136,3,3,1,6,15.33,3,86.19,1408435
4011,7,3,2,18,21.46,10,68.09,166732
2653,6,4,1,45,14.77,1,51.58,128964
2694,1,1,2,14,27.63,1,14.69,1773952
4030,2,1,1,47,16.46,10,4.07,1379134
546,7,1,1,21,2.62,4,38.46,782587
4382,2,2,1,31,28.62,5,0.53,641854
3853,3,3,2,14,4.83,1,5.71,1173000
4907,2,3,1,5,23.64,10,7.34,1095968
2810,7,4,2,5,16.04,3,81.58,836957
536,3,4,2,5,22.36,3,72.62,1777386
3760,5,3,2,11,15.65,2,30.95,463190
3405,7,1,1,1,2.24,6,30.39,1892231
3952,6,1,2,24,11.56,2,34.44,1419310
418,3,3,1,3,18.81,4,56.55,1114110
2642,4,2,1,5,19.05,5,86.01,1486555
848,2,1,1,41,29.2,3,47.7,1987281
2348,5,3,1,36,18.39,1,14.85,122789
1345,6,3,1,37,8.95,1,15.85,946071
4636,1,4,1,13,1.78,1,5.7,770911
2320,4,4,2,46,23.76,6,74.04,103912
3377,1,3,1,18,26.73,4,39.92,430802
4588,7,2,1,6,18.6,6,91.8,716589
4415,4,3,2,17,14.73,1,31.01,1385665
638,5,1,2,43,25.9,5,79.83,1509372
604,6,2,1,7,7.59,1,49.52,787969
3007,5,2,1,27,12.26,4,84.87,477218
4740,5,4,2,20,15.48,9,56.13,426156
3788,4,3,2,34,1.96,6,19.24,506824
3372,3,4,1,46,20.81,4,80.11,1970644
4790,6,1,2,9,6.06,10,0.56,409251
3087,1,4,2,27,10.33,7,50.43,1059952
4566,3,1,1,18,12.73,10,19.58,665616
1748,3,3,2,43,19.34,10,33.8,108399
4800,2,3,2,34,2.43,1,40.91,1173100
1216,7,4,2,27,10.56,1,56.0,512181
1220,1,4,2,45,8.59,5,35.46,743014
592,4,4,2,48,0.54,7,64.48,1867801
2176,7,1,2,2,20.9,9,18.75,358107
4045,2,2,1,38,7.46,9,78.99,167218
650,2,2,1,26,5.41,10,60.19,1440766
2188,7,4,1,16,24.04,8,35.18,140568
4100,5,4,2,14,1.66,2,53.19,966554
2863,4,3,2,41,27.06,1,40.4,698074
1567,3,4,1,38,20.76,3,87.49,1932533
4293,6,3,2,21,5.57,1,54.63,1350858
1496,3,1,1,19,10.83,1,78.86,1431059
3079,3,1,2,26,28.52,8,79.49,261410
2247,5,1,2,34,18.76,3,73.39,1773924
4304,3,1,2,46,18.46,2,75.08,1311573
904,1,4,1,4,19.77,6,22.45,342182
2021,3,4,1,1,14.15,1,87.1,418107
2872,3,3,1,40,5.44,2,70.78,1102262
2946,1,4,1,49,4.95,4,5.4,135318
1787,5,3,1,44,20.78,7,64.76,533436
3394,2,1,2,19,26.58,2,48.2,1057139
4216,4,3,2,6,9.36,4,14.24,753718
1117,5,3,2,35,15.35,4,47.31,214622
3884,3,4,2,7,29.77,8,92.23,1167448
4834,2,1,1,26,8.09,7,87.6,1573246
1058,4,2,1,5,12.01,7,8.64,774362
4408,4,4,1,23,11.22,9,44.05,320306
4924,4,4,2,35,1.46,3,50.95,358240
4634,1,2,1,4,15.53,3,69.11,936561
4164,1,1,1,19,6.66,10,76.66,1929341
3389,2,2,2,19,4.29,9,82.85,1318050
2504,3,3,2,40,21.46,2,59.64,1579575
1655,7,2,1,39,23.09,3,88.22,946349
2882,2,1,1,33,26.72,9,55.65,541989
783,3,1,1,38,28.06,10,2.31,682537
3007,5,2,2,49,26.14,6,45.86,1649261
593,7,4,2,9,4.11,5,16.12,120283
4207,4,2,2,2,7.1,9,57.41,271180
4119,4,3,2,48,4.11,7,68.08,803763
2981,1,2,2,33,10.93,2,68.1,1230934
2965,7,2,2,34,4.16,10,49.04,1550021
3163,5,2,1,36,19.77,9,71.69,1924920
3198,6,3,1,44,21.64,6,11.43,98961
2739,5,2,1,44,5.21,3,94.78,1473962
3806,3,4,2,37,18.84,1,84.32,1847041
1131,5,3,2,45,1.18,4,85.5,759632
3272,7,4,1,22,13.31,8,3.3,693661
3520,7,3,1,36,8.92,5,22.93,1644160
4577,1,1,2,20,29.96,5,9.93,569361
3004,3,1,2,26,27.72,2,86.54,1506470
2782,2,3,2,0,4.85,4,74.99,1717737
931,3,3,1,8,27.56,4,9.62,1836776
4716,2,3,2,2,12.85,9,40.21,886302
1034,6,1,2,37,17.51,7,51.19,120556
2169,3,3,2,35,16.25,7,71.51,268622
4204,4,1,2,33,21.92,9,29.34,1590600
2770,6,1,1,29,10.38,9,29.04,360207
402,2,3,1,30,2.56,5,53.16,1736427
605,1,3,2,29,12.82,1,52.56,1553398
4535,6,3,2,15,16.56,2,11.22,1157695
3021,6,1,2,28,16.87,8,71.27,467091
3290,6,2,2,5,23.88,6,17.85,481325
3593,2,3,2,13,1.8,10,84.98,1501758
3066,2,2,2,9,29.65,8,77.32,976012
3706,3,2,2,23,29.72,3,98.09,1021145
1297,4,2,2,35,3.42,3,17.11,1174841
1485,6,4,1,23,10.65,6,94.45,978265
1679,3,2,1,6,17.91,4,73.27,1921096
1070,3,2,2,48,11.51,4,88.12,1781925
1905,4,1,1,36,14.88,4,3.43,144671
3975,3,4,1,45,10.11,2,32.09,1032246
2355,4,1,1,47,21.51,7,2.95,1574477
649,1,1,1,39,11.24,5,18.19,447562
2292,4,2,2,47,13.18,5,88.43,646391
3839,5,1,2,37,17.49,7,41.08,191106
2253,4,3,2,24,29.09,5,67.15,822266
3254,4,2,2,42,19.43,1,48.39,1401462
1903,7,3,1,33,3.36,2,47.36,1010093
3785,5,2,1,0,9.91,5,64.98,1301340
3971,4,2,1,27,12.88,7,43.48,703050
4192,2,2,1,40,22.34,10,2.07,797049
3826,7,4,2,28,13.68,2,80.05,981609
443,3,2,2,31,19.94,8,27.35,717194
4012,3,3,2,4,25.27,5,67.14,504585
3018,1,2,1,33,3.58,9,65.82,1015278
3563,1,2,2,45,23.09,6,14.46,880822
1688,5,1,2,25,22.49,3,16.46,1656938
3342,2,2,2,12,24.68,6,44.78,1225741
619,1,2,1,11,28.7,9,34.18,728712
